PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

1010 EAST 178TH STREET

## TOTAL UNITS: 220

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2041710024 | 1 |  | 3031 MIDDLETOWN ROAD | 10461 | 10 | 14 | 34 | 82 | 13 | 2046141 |
| 2041710024 | 1 | M | 3033 MIDDLETOWN ROAD | 10461 | 10 | 14 | 34 | 82 | 13 | 2046141 |

MORRIS PARK SENIOR CITIZENS HOME

| Borough:MANHATTAN                TOTAL UNITS:97             TDS # 277               TRANSFERRED DATE:    12/18/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1017490010 | 1 | M | 17 EAST 124TH STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1054003 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

## MURPHY

**Borough:** BRONX

| Borough:BRONX                      TOTAL UNITS:281            TDS # 133               TRANSFERRED DATE:    12/27/2018 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2029440001 | 1 | M | 1805 CROTONA AVENUE | 10457 | 6 | 15 | 32 | 79 | 15 | 2092142 |
| 2029440001 | 1 |  | 1807 CROTONA AVENUE | 10457 | 6 | 15 | 32 | 79 | 15 | 2092142 |
| 2029440001 | 2 |  | 1811 CROTONA AVENUE | 10457 | 6 | 15 | 32 | 79 | 15 | 2092141 |
| 2029440001 | 2 |  | 601 CROTONA PARK NORTH | 10457 | 6 | 15 | 32 | 79 | 15 | 2092141 |
| 2029440001 | 2 |  | 615 CROTONA PARK NORTH | 10457 | 6 | 15 | 32 | 79 | 15 | 2092141 |
| 2029440001 | 2 | M | 611 CROTONA PARK NORTH | 10457 | 6 | 15 | 32 | 79 | 15 | 2092141 |

## OCEAN BAY APARTMENTS (BAYSIDE)

## TOTAL UNITS: 1,395

**Borough:** QUEENS

| BBL |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 4160020001 | BLDG# 1 | M M | ADDRESS 54-81 ALMEDA AVENUE | ZIP CODE 11692 | CD # 14 | FC # 05 | SS # 10 | SA # 31 | CC # 31 | BIN# 4436447 |
| 4160010002 | 10 | M | 51-11 ALMEDA AVENUE | 11691 | 14 | 05 | 10 | 31 | 31 | 4436442 |
| 4160010002 | 11 | M | 409 BEACH 51ST STREET | 11691 | 14 | 05 | 10 | 31 | 31 | 4436436 |
| 4160010002 | 12 | M | 51-24 BEACH CHANNEL DRIVE | 11691 | 14 | 05 | 10 | 31 | 31 | 4436440 |
| 4160010002 | 13 | M | 51-32 BEACH CHANNEL DRIVE | 11691 | 14 | 05 | 10 | 31 | 31 | 4436441 |
| 4160010002 | 14 | M | 410 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436438 |
| 4160020001 | 15 | M | 411 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4440393 |
| 4160020001 | 16 | M | 54-22 BEACH CHANNEL DRIVE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436451 |
| 4160020001 | 17 | M | 54-30 BEACH CHANNEL DRIVE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436452 |
| 4160020001 | 18 | M | 56-10 BEACH CHANNEL DRIVE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436453 |
| 4160020001 | 19 | M | 56-16 BEACH CHANNEL DRIVE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436454 |
| 4160020001 | 2 | M | 54-75 ALMEDA AVENUE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436446 |
| 4160020001 | 20 |  | 57-10 BEACH CHANNEL DRIVE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436449 |
| 4160020001 | 20 | M | 414 BEACH 58TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436449 |
| 4160010002 | 21 | M | 441 BEACH 51ST STREET | 11691 | 14 | 05 | 10 | 31 | 31 | 4436437 |
| 4160010002 | 21 | M | 445 BEACH 51ST STREET | 11691 | 14 | 05 | 10 | 31 | 31 | 4436437 |
| 4160010002 | 22 |  | 434 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436439 |
| 4160010002 | 22 | M | 440 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 |  |
| 4160010002 | 22 |  | 430 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436439 |
| 4160010002 | 22 | M | 444 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436439 |
| 4160020001 | 23 | M | 439 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436439 |
| 4160020001 | 23 | M | 443 BEACH 54TH STREET | 11692 | 14 | 05 | 10 | 31 | 31 | 4436448 |
| 4160020001 | 23 |  | 447 BEACH 54TH STREET |  | 14 | 05 | 10 | 31 | 31 | 4436448 |
| 4160020001 | 24 | M | 434 BEACH 58TH STREET | 11692 | 14 | 05 |  | 31 | 31 | 4436448 |
| 4160020001 | 24 | M | 440 BEACH 58TH STREET | 11692 | 14 |  | 10 | 31 | 31 | 4436450 |
| 4160020001 | 3 | M | 54-49 ALMEDA AVENUE | 11692 | 14 | 05 05 | 10 | 31 | 31 | 4436450 |
| 4160020001 | 4 | M | 54-41 ALMEDA AVENUE | 11692 | 14 | 05 | 10 10 | 31 | 31 | 4436445 |
| 4160020001 | 5 | M | 54-15 ALMEDA AVENUE | 11692 | 14 | 05 | 10 | 31 | 31 | 4436444 |
| 4160020001 | 6 | M | 54-09 ALMEDA AVENUE | 11692 11692 | 14 | 05 | 10 | 31 | 31 | 4436443 |
| 4160010002 | 7 | M | 51-49 ALMEDA AVENUE | 11691 | 14 | 05 | 10 | 31 | 31 | 4436456 4436435 |
| 4160010002 | 8 | M | 51-45 ALMEDA AVENUE | 11691 | 14 | 05 | 10 | 31 | 31 | 4436434 |
| 4160010002 | 9 | M |  |  |  |  |  |  |  |  |
|  |  |  | 51-15 ALMEDA AVENUE | 11691 | 14 | 05 | 10 | 31 | 31 | 4436433 |

OCEAN HILL APARTMENTS

**Borough:** BROOKLYN

| Borough:BROOKLYN                 TOTAL UNITS:238            TDS # 162               TRANSFERRED DATE:     9/25/2025 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3015280033 | 1 |  | 30 MOTHER GASTON BOULEVARD | 11233 | 16 | 08 | 25 | 55 | 37 | 3041566 |
| 3015280033 | 1 |  | 301 MACDOUGAL STREET | 11233 | 16 | 08 | 25 | 55 | 37 | 3041566 |
| 3015280033 | 1 | M | 24 MOTHER GASTON BOULEVARD | 11233 | 16 | 08 | 25 | 55 | 37 | 3041566 |
| 3015280033 | 1 |  | 26 MOTHER GASTON BOULEVARD | 11233 | 16 | 08 | 25 | 55 | 37 | 3041566 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

## PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3015290001 | 2 |  | 17 MOTHER GASTON BOULEVARD | 11233 | 16 | 08 | 25 | 55 | 37 | 3324697 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3015290001 | 2 | M | 15 MOTHER GASTON BOULEVARD | 11233 | 16 | 08 | 25 | 55 | 37 | 3324697 |
| 3015290001 | 3 |  | 319 MACDOUGAL STREET | 11233 | 16 | 08 | 25 | 55 | 37 | 3324696 |
| 3015290001 | 3 |  | 311 MACDOUGAL STREET | 11233 | 16 | 08 | 25 | 55 | 37 | 3324696 |
| 3015290001 | 3 | M | 309 MACDOUGAL STREET | 11233 | 16 | 08 | 25 | 55 | 37 | 3324696 |
| 3015280033 | 3 |  | 305 MACDOUGAL STREET | 11233 | 16 | 08 | 25 | 55 | 37 | 3041566 |
| 3015280033 | 4 |  | 386GAR SUMPTER STREET | 11233 | 16 | 08 | 25 | 55 | 37 | 3379499 |

## OCEAN HILL-BROWNSVILLE

## TOTAL UNITS: 125

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3014310037 | 1 | M | 2041 PACIFIC STREET | 11233 | 16 | 08 | 25 | 55 | 41 | 3038518 |
| 3014310043 | 2 | M | 334 HOWARD AVENUE | 11233 | 16 | 08 | 25 | 55 | 41 | 3038520 |
| 3014310043 | 2 |  | 336 HOWARD AVENUE | 11233 | 16 | 08 | 25 | 55 | 41 | 3038520 |
| 3014310039 | 3 | M | 324 HOWARD AVENUE | 11233 | 16 | 08 | 25 | 55 | 41 | 3038519 |
| 3014390010 | 4 | M | 2020 PACIFIC STREET | 11233 | 16 | 08 | 25 | 55 | 41 | 3038674 |
| 3014390001 | 5 | M | 2065 DEAN STREET | 11233 | 16 | 08 | 25 | 55 | 41 | 3038671 |

## PALMETTO GARDENS

| Borough:BROOKLYN                 TOTAL UNITS:115            TDS # 195               TRANSFERRED DATE:     7/18/2019 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3033400020 | 1 | M | 85 PALMETTO STREET | 11221 | 4 | 07 | 18 | 54 | 37 | 3076429 |

## PARK AVENUE-EAST 122ND, 123RD STREETS

## TOTAL UNITS: 90

**Borough:** MANHATTAN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1017710059 | 1 | M | 120 EAST 123RD STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1054420 |
| 1017710010 | 2 | M | 115 EAST 122ND STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1054411 |
| 1017710065 | 3 |  | 114 EAST 123RD STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1087851 |
| 1017710065 | 3 |  | 116 EAST 123RD STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1087851 |

## TOTAL UNITS: 134

## PARK ROCK REHAB

**Borough:** BROOKLYN

| : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3013730034 | 1 | M | 1468 PARK PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036563 |
| 3013730037 | 2 | M | 1474 PARK PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036564 |
| 3013730040 | 3 | M | 1480 PARK PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036565 |
| 3013730040 | 3 |  | 1484 PARK PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036565 |
| 3013730043 | 4 | M | 208 ROCHESTER AVENUE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036566 |
| 3013730046 | 5 | M | 218 ROCHESTER AVENUE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036567 |
| 3013730049 | 6 | M | 1521 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036568 |
| 3013790039 | 7 |  | 230 ROCHESTER AVENUE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036863 |
| 3013790039 | 7 | M | 1522 STERLING PLACE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036863 |
| 3013790041 | 8 | M | 232 ROCHESTER AVENUE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036864 |
| 3013790043 | 9 | M | 234 ROCHESTER AVENUE | 11213 | 8 | 09 | 20 | 55 | 36 | 3036865 |

## PENNSYLVANIA AVENUE-WORTMAN AVENUE

## TOTAL UNITS: 336

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3043690001 | 1 |  | 877 PENNSYLVANIA AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324011 |
| 3043690001 | 1 |  | 879 PENNSYLVANIA AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324011 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3043690001 | 1 |  | 881 PENNSYLVANIA AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324011 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3043690001 | 1 |  | 895 PENNSYLVANIA AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324011 |
| 3043690001 | 1 | M | 875 PENNSYLVANIA AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324011 |
| 3043690001 | 2 | M | 155 WORTMAN AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324014 |
| 3043690001 | 3 | M | 920 VERMONT STREET | 11207 | 5 | 08 | 19 | 60 | 42 | 3324013 |
| 3043690011 | 4 |  | 520 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324010 |
| 3043690011 | 4 |  | 530 STANLEY AVENUE | 11207 | 5 | 08 | 19 | 60 | 42 | 3324010 |

## TRANSFERRED DATE:

## PUBLIC SCHOOL 139 (CONVERSION)

**Borough:** MANHATTAN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1020080013 | 1 | M | 120 WEST 140TH STREET | 10030 | 10 | 13 | 30 | 70 | 09 | 1060054 |
| 1020080013 | 1 | M | 120 WEST 140TH STREET | 10030 | 10 | 13 | 30 | 70 | 09 | 1060054 |

## TRANSFERRED DATE:

## RALPH AVENUE REHAB

## TOTAL UNITS: 118

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3035080034 |  |  | 1180 EAST NEW YORK AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3035080036 |  |  | 1186 EAST NEW YORK AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3000000 |
| 3035080041 |  |  | 662 RALPH AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3080788 |
| 3035080038 | 1 | M | 1196 EAST NEW YORK AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3080787 |
| 3035080042 | 2 | M | 672 RALPH AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3080789 |
| 3035080046 | 3 | M | 682 RALPH AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3080790 |
| 3035080050 | 4 | M | 692 RALPH AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3080791 |
| 3035080054 | 5 | M | 698 RALPH AVENUE | 11212 | 16 | 09 | 25 | 55 | 41 | 3080792 |

## TRANSFERRED DATE:

## REHAB PROGRAM (TAFT REHABS)

## TOTAL UNITS: 156

**Borough:** MANHATTAN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1018270042 | 1 | M | 218 WEST 112TH STREET | 10026 | 10 | 13 | 30 | 70 | 09 | 1055094 |
| 1018270042 | 1 |  | 224 WEST 112TH STREET | 10026 | 10 | 13 | 30 | 70 | 09 | 1055094 |
| 1019230029 | 2 |  | 1944 A C POWELL BOULEVARD | 10026 | 10 | 13 | 30 | 70 | 09 | 1084043 |
| 1019230029 | 2 |  | 1940 A C POWELL BOULEVARD | 10026 | 10 | 13 | 30 | 70 | 09 | 1084043 |
| 1019230029 | 2 | M | 201 WEST 117TH STREET | 10026 | 10 | 13 | 30 | 70 | 09 | 1084043 |
| 1019230029 | 2 |  | 1946 A C POWELL BOULEVARD | 10026 | 10 | 13 | 30 | 70 | 09 | 1084043 |
| 1019230029 | 2 |  | 1942 A C POWELL BOULEVARD | 10026 | 10 | 13 | 30 | 70 | 09 | 1084043 |
| 1019230029 | 3 | M | 203 WEST 117TH STREET | 10026 | 10 | 13 | 30 | 70 | 09 | 1084042 |
| 1019230029 | 3 |  | 146 SAINT NICHOLAS AVENUE | 10026 | 10 | 13 | 30 | 70 | 09 | 1084042 |
| 1017180001 | 4 |  | 180 LENOX AVENUE | 10026 | 10 | 13 | 30 | 70 | 09 | 1053232 |
| 1017180001 | 4 |  | 184 LENOX AVENUE | 10026 | 10 | 13 | 30 | 70 | 09 | 1053232 |
| 1017180001 | 4 | M | 95 WEST 119TH STREET | 10026 | 10 | 13 | 30 | 70 | 09 | 1053232 |
| 1017180001 | 4 |  | 182 LENOX AVENUE | 10026 | 10 | 13 | 30 | 70 | 09 | 1053232 |

## TOTAL UNITS: 230

## TRANSFERRED DATE:

REID APARTMENTS

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3047950016 | 1 | M | 728 EAST NEW YORK AVENUE | 11203 | 9 | 09 | 20 | 43 | 40 | 3106612 |
| 3047950016 | 1 |  | 681 MAPLE STREET | 11203 | 9 | 09 | 20 | 43 | 40 | 3106612 |
| 3047950016 | 1 |  | 722 EAST NEW YORK AVENUE | 11203 | 9 | 09 | 20 | 43 | 40 | 3106612 |
| 3047950016 | 1 |  | 726 EAST NEW YORK AVENUE | 11203 | 9 | 09 | 20 | 43 | 40 | 3106612 |
| 3047950016 | 1 |  | 730 EAST NEW YORK AVENUE | 11203 | 9 | 09 | 20 | 43 | 40 | 3106612 |
| 3047950016 | 1 |  | 720 EAST NEW YORK AVENUE | 11203 | 9 | 09 | 20 | 43 | 40 | 3106612 |

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

ROBINSON

## TOTAL UNITS: 189

**Borough:** MANHATTAN

| : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 1017770005 | 1 | M | 110 EAST 129TH STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1054505 |
| 1017770005 | 1 | M | 111 EAST 128TH STREET | 10035 | 11 | 13 | 30 | 68 | 09 | 1054505 |
| 1017750165 | 1 |  | 2120 LEXINGTON AVENUE | 10035 | 11 | 13 | 30 | 68 | 09 | 1054499 |

RUTLAND TOWERS

| Borough:BROOKLYN                 TOTAL UNITS:61             TDS # 282               TRANSFERRED DATE:    11/28/2023 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3045940064 | 1 | M | 955 RUTLAND ROAD | 11212 | 17 | 09 | 19 | 58 | 41 | 3099358 |

SACK WERN

**Borough:** BRONX

| Borough:BRONX                      TOTAL UNITS:413            TDS # 280               TRANSFERRED DATE:     6/26/2024 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 2035930001 | 1 | M | 1710 LAFAYETTE AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2092700 |
| 2035930001 | 2 | M | 750 CROES AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2092699 |
| 2035930001 | 3 | M | 710 CROES AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2092698 |
| 2035930001 | 4 | M | 715 NOBLE AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2092701 |
| 2035940001 | 5 |  | 712 NOBLE AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2021985 |
| 2035940001 | 5 | M | 710 NOBLE AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2021985 |
| 2035980017 | 6 | M | 740 BEACH AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2092707 |
| 2035980017 | 7 | M | 1810 LAFAYETTE AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2092706 |
| 2035930001 | 8 |  | 717GAR NOBLE AVENUE | 10473 | 9 | 14 | 34 | 85 | 18 | 2112991 |

## TOTAL UNITS: 664

SAMUEL (CITY)

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1020120023 |  |  | 111 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1000000 |
| 1020120023 |  |  | 113 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1000000 |
| 1020070044 |  |  | 114 WEST 139TH STREET | 10030 | 10 | 13 | 30 | 70 | 09 | 1000000 |
| 1020110008 |  |  | 155 WEST 142ND STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1000000 |
| 1020120009 |  |  | 155 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1000000 |
| 1020110007 |  |  | 157 WEST 142ND STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1000000 |
| 1020120009 |  |  | 157 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1000000 |
| 1020130026 | 1 | M | 109 WEST 144TH STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060169 |
| 1020150005 | 10 | M | 164 WEST 147TH STREET | 10039 | 10 | 13 | 30 | 71 | 09 | 1079768 |
| 1020150005 | 10 |  | 2537 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1079768 |
| 1020150005 | 11 | M | 2533 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1079767 |
| 1020150005 | 12 | M | 2529 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1079766 |
| 1020150005 | 13 | M | 2525 A C POWELL BOULEVARD | 10039 | 10 | 13 | 30 | 71 | 09 | 1079765 |
| 1020120061 | 14 | M | 164 WEST 144TH STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060155 |
| 1020120061 | 14 |  | 2477 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060155 |
| 1020120063 | 15 | M | 2473 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060156 |
| 1020120064 | 16 | M | 2469 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060157 |
| 1020120003 | 17 | M | 2465 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060129 |
| 1020120001 | 18 |  | 2461 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060128 |
| 1020120001 | 18 | M | 167 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060128 |
| 1020120006 | 19 | M | 163 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060130 |
| 1020130024 | 2 | M | 113 WEST 144TH STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060168 |
| 1020120008 | 20 | M | 159 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060131 |
| 1020120011 | 21 | M | 151 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060132 |

Notes: BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 1020120014 | 22 | M | 145 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060133 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1020120015 | 23 | M | 143 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060134 |
| 1020120018 | 24 | M | 135 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060136 |
| 1020120020 | 25 | M M | 131 WEST 143RD STREET 649 MALCOLM X BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060137 |
| 1020110033 | 26 | M | 645 MALCOLM X BOULEVARD | 10037 | 10 | 13 | 30 | 71 | 09 | 1060117 |
| 1020110031 1020110022 | 27 28 | M | 129 WEST 142ND STREET | 10037 | 10 10 | 13 | 30 | 71 | 09 | 1060116 |
| 1020110015 | 29 | M | 141 WEST 142ND STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060111 |
| 1020130022 | 3 | M | 117 WEST 144TH STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060107 |
| 1020110014 | 30 | M | 143 WEST 142ND STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060167 |
| 1020110013 | 31 | M | 145 WEST 142ND STREET | 10030 |  | 13 | 30 | 71 | 09 | 1060106 |
| 1020110011 | 32 | M | 149 WEST 142ND STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060105 |
| 1020110061 |  | M | 2453 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060103 |
|  | 33 | M | 2449 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060126 |
| 1020110063 | 34 | M |  | 10030 | 10 | 13 | 30 | 71 | 09 | 1060127 |
| 1020110001 | 35 |  | 2441 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 71 | 09 | 1060101 |
| 1020090044 | 36 | M | 144 WEST 141ST STREET | 10030 | 10 | 13 | 30 | 70 | 09 | 1060069 |
| 1020090063 | 37 | M | 2409 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 70 | 09 | 1060081 |
| 1020090064 | 38 | M | 2407 A C POWELL BOULEVARD | 10030 | 10 | 13 | 30 | 70 | 09 | 1060082 |
| 1020130018 | 4 | M | 125 WEST 144TH STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1060165 |
| 1020070045 | 44 | M | 116 WEST 139TH STREET | 10030 | 10 | 13 | 30 | 70 | 09 | 1060039 |
| 1020070043 | 45 | M | 112 WEST 139TH STREET | 10030 | 10 | 13 | 30 | 70 | 09 | 1060038 |
| 1020120025 | 48 |  | 669 LENOX AVENUE | 10037 | 10 | 13 | 30 | 71 | 09 | 1085366 |
| 1020120025 | 49 |  | 103 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1085367 |
| 1020120025 | 49 |  | 105 WEST 143RD STREET | 10030 | 10 | 13 | 30 | 71 | 09 | 1085367 |
